"author_id","text","created_at","id"
"34720331","Manuscript of a Ducale issued in the name of Leonardo Loredan, doge of Venice (1438-1521), giving instructions to Andrea Marcello as Governor of Dulcigno (now Ulcinj, Yugoslavia); dated 8 August 1513, and signed by ""Victor Blanchus Secretarius,"" MORE: https://t.co/8Q8m06iJlb https://t.co/thopN9CvTG","2020-08-08T04:59:01.000Z","1291962092589899776"
"34720331","Manuscript on parchment of a Ducale issued in the name of Leonardo Loredan, doge of Venice (1438-1521), giving instructions to Andrea Marcello as Governor of Dulcigno (now Ulcinj, Yugoslavia).  Complete work digitized. MORE: https://t.co/21K5zzrpNN https://t.co/hM1TSaVdbd","2019-08-08T14:55:01.000Z","1159478124079456256"
"34720331","Political Partitioning of Yugoslavia : Latest sources available up to July 15, 1942. https://t.co/8dD3y9lyfI https://t.co/N9DC0i0Nqa","2019-07-15T16:55:02.000Z","1150811016487428096"
"34720331","Manuscript on parchment of a Ducale issued in the name of Leonardo Loredan, doge of Venice (1438-1521), giving instructions to Andrea Marcello as Governor of Dulcigno (now Ulcinj, Yugoslavia). The document is dated 8 August 1513 https://t.co/aWziXaZuYL https://t.co/hcaP3GOxFv","2018-08-08T10:55:01.000Z","1027146156772663298"
