"id","author_id","created_at","text"
"649284676310306817","499011367","2015-09-30T18:08:24.000Z","Kosovar refugees queued for bread at Kukës refugee camp, Albania 1999 #archives #history http://t.co/aOEahDWADO http://t.co/1fgKwAKCER"
